Date,Open,High,Low,Close,Adj Close,Volume
2017/07/11,6194.62,6202.20,6128.99,6128.99,6128.99,76982330
2017/07/12,6124.96,6143.80,6050.65,6132.99,6132.99,75579501
2017/07/13,6134.75,6172.68,6124.36,6149.93,6149.93,79136009
2017/07/14,6143.33,6143.46,6107.91,6128.74,6128.74,66386360
2017/07/17,6108.45,6108.45,5860.78,5876.46,5876.46,101536169
2017/07/18,5854.07,5938.43,5842.96,5938.43,5938.43,76564323
2017/07/19,5928.01,6059.53,5917.67,6059.36,6059.36,102901914
2017/07/20,6052.51,6120.19,6046.41,6099.28,6099.28,93828770
2017/07/21,6089.66,6136.97,6080.56,6126.11,6126.11,83132654
2017/07/24,6121.33,6171.82,6117.30,6167.13,6167.13,97299924
2017/07/25,6159.41,6170.65,6113.56,6153.60,6153.60,89224304
2017/07/26,6151.85,6162.88,6111.04,6146.70,6146.70,88753495
2017/07/27,6136.96,6192.94,6105.96,6184.02,6184.02,104005538
2017/07/28,6170.66,6229.06,6165.99,6215.46,6215.46,86467879
2017/07/31,6214.66,6299.80,6208.46,6298.00,6298.00,113331066
2017/08/01,6293.06,6299.16,6261.28,6286.54,6286.54,101081557
2017/08/02,6289.25,6313.51,6248.36,6251.86,6251.86,114012011
2017/08/03,6240.15,6288.44,6236.66,6261.97,6261.97,100159939
2017/08/04,6258.85,6297.12,6224.20,6225.12,6225.12,125888386
2017/08/07,6227.52,6304.27,6217.29,6303.42,6303.42,108572316
2017/08/08,6302.03,6322.47,6281.62,6303.72,6303.72,120380437
2017/08/09,6296.12,6340.38,6285.02,6340.02,6340.02,115347648
2017/08/10,6322.83,6341.48,6246.66,6289.22,6289.22,112699470
2017/08/11,6242.49,6275.89,6153.60,6161.19,6161.19,117860616
2017/08/14,6165.13,6293.35,6165.13,6292.64,6292.64,89845023
2017/08/15,6291.18,6316.20,6283.54,6314.76,6314.76,82603663
2017/08/16,6307.17,6323.56,6268.19,6318.80,6318.80,89617698
2017/08/17,6327.03,6366.25,6312.89,6366.03,6366.03,98724886
2017/08/18,6324.90,6361.97,6313.15,6347.76,6347.76,91174554
2017/08/21,6354.10,6404.05,6354.01,6403.78,6403.78,86521795
2017/08/22,6396.93,6398.56,6362.41,6375.98,6375.98,89100166
2017/08/23,6359.78,6371.30,6310.01,6322.78,6322.78,75609851
2017/08/24,6322.63,6329.03,6267.23,6278.59,6278.59,67567586
2017/08/25,6274.35,6358.89,6274.35,6346.53,6346.53,75549727
2017/08/28,6348.87,6442.40,6348.87,6424.58,6424.58,94893401
2017/08/29,6420.57,6439.08,6393.48,6408.16,6408.16,87704097
2017/08/30,6405.90,6462.76,6405.90,6453.46,6453.46,95559661
2017/08/31,6451.52,6470.94,6429.74,6470.43,6470.43,91029169
2017/09/01,6472.95,6530.90,6466.13,6526.50,6526.50,121117192
2017/09/04,6530.51,6566.10,6519.79,6564.68,6564.68,119984025
2017/09/05,6561.67,6576.56,6528.11,6571.86,6571.86,95232077
2017/09/06,6550.06,6610.75,6540.83,6607.12,6607.12,105478233
2017/09/07,6601.34,6614.10,6553.70,6558.60,6558.60,107061807
2017/09/08,6554.60,6599.13,6537.04,6574.18,6574.18,93851593
2017/09/11,6579.89,6650.12,6566.28,6649.63,6649.63,102547400
2017/09/12,6659.80,6715.39,6628.88,6644.01,6644.01,141880275
2017/09/13,6635.17,6684.86,6630.50,6684.38,6684.38,104722437
2017/09/14,6683.47,6701.69,6643.59,6672.19,6672.19,113966782
2017/09/15,6661.52,6663.51,6603.73,6622.04,6622.04,109384234
2017/09/18,6616.13,6669.45,6616.13,6669.45,6669.45,88850597
2017/09/19,6670.97,6681.25,6611.75,6636.02,6636.02,93518721
2017/09/20,6627.69,6692.71,6613.66,6692.47,6692.47,101972486
2017/09/21,6684.65,6687.12,6612.05,6612.05,6612.05,98937493
2017/09/22,6591.15,6592.88,6547.28,6572.01,6572.01,85236469
2017/09/25,6560.14,6568.00,6484.21,6489.84,6489.84,77829250
2017/09/26,6484.34,6520.72,6482.29,6520.72,6520.72,67765945
2017/09/27,6523.50,6589.74,6522.20,6583.14,6583.14,75171272
2017/09/28,6577.43,6599.13,6565.88,6567.79,6567.79,74625892
2017/09/29,6572.45,6611.65,6572.45,6603.26,6603.26,70936294
2017/10/09,6682.58,6696.67,6657.53,6678.37,6678.37,86419669
2017/10/10,6677.37,6705.72,6658.86,6705.48,6705.48,87005186
2017/10/11,6702.69,6703.58,6661.09,6666.47,6666.47,90746053
2017/10/12,6658.13,6674.38,6611.97,6659.10,6659.10,77960962
2017/10/13,6660.03,6711.93,6659.88,6709.82,6709.82,72925621
2017/10/16,6709.87,6709.87,6609.62,6619.21,6619.21,85871048
2017/10/17,6604.33,6644.75,6589.54,6612.94,6612.94,59419247
2017/10/18,6612.49,6630.67,6557.66,6563.44,6563.44,73370966
2017/10/19,6553.87,6562.35,6494.73,6501.40,6501.40,72615790
2017/10/20,6489.79,6571.44,6485.81,6571.42,6571.42,60479316
2017/10/23,6569.79,6613.03,6562.91,6612.76,6612.76,60481953
2017/10/24,6605.52,6605.90,6556.34,6603.00,6603.00,59171314
2017/10/25,6596.79,6648.39,6593.07,6647.89,6647.89,58646902
2017/10/26,6639.89,6686.12,6630.97,6671.93,6671.93,74905894
2017/10/27,6664.43,6673.47,6622.12,6630.81,6630.81,67921141
